ts,open,high,low,close,volume
1783540800000,1742.4000244140625,1742.7099609375,1739.8199462890625,1740.3699951171875,0
1783541100000,1740.260009765625,1741.0799560546875,1739.4599609375,1739.4599609375,0
1783541400000,1739.25,1742.1700439453125,1738.5999755859375,1741.3900146484375,245902336
1783541700000,1741.300048828125,1741.719970703125,1738.56005859375,1738.949951171875,0
1783542000000,1739.0999755859375,1740.239990234375,1737.9000244140625,1738.3900146484375,338799616
1783542300000,1738.3900146484375,1740.4200439453125,1737.5799560546875,1740.4100341796875,0
1783542600000,1740.530029296875,1742.6199951171875,1739.010009765625,1739.47998046875,0
1783542900000,1739.6700439453125,1740.6300048828125,1738.3199462890625,1738.3199462890625,11995136
1783543200000,1738.31005859375,1738.800048828125,1736.280029296875,1738.5799560546875,0
1783543500000,1738.3399658203125,1740.030029296875,1738.18994140625,1738.989990234375,0
1783543800000,1739.0999755859375,1739.0999755859375,1735.47998046875,1736.22998046875,0
1783544100000,1736.4599609375,1736.760009765625,1735.6800537109375,1736.68994140625,0
1783544400000,1736.239990234375,1739.199951171875,1736.02001953125,1737.719970703125,0
1783544700000,1737.81005859375,1753.3199462890625,1736.4599609375,1753.3199462890625,49339392
1783545000000,1753.3299560546875,1753.3299560546875,1745.4300537109375,1746.3599853515625,0
1783545300000,1746.949951171875,1749.530029296875,1744.3599853515625,1749.530029296875,125031424
1783545600000,1749.2099609375,1750.3199462890625,1744.97998046875,1745.1500244140625,5337088
1783545900000,1745.4599609375,1746.489990234375,1743.43994140625,1745,95804416
1783546200000,1745.260009765625,1745.6800537109375,1739.8699951171875,1740.2099609375,0
1783546500000,1740.530029296875,1740.9599609375,1738.0899658203125,1738.0899658203125,0
1783546800000,1738.4300537109375,1738.4300537109375,1732.780029296875,1735.0400390625,0
1783547100000,1735.3299560546875,1735.3299560546875,1731.239990234375,1733.9200439453125,0
1783547400000,1733.9300537109375,1733.9300537109375,1728.699951171875,1731.5,1522688
1783547700000,1731.5799560546875,1731.6099853515625,1729.050048828125,1730.199951171875,0
1783548000000,1730.72998046875,1732.469970703125,1727.989990234375,1732.449951171875,0
1783548300000,1732.1800537109375,1736.4000244140625,1731.22998046875,1735.969970703125,0
1783548600000,1735.81005859375,1737.699951171875,1735.47998046875,1736.4599609375,0
1783548900000,1736.3399658203125,1737.0799560546875,1732.8199462890625,1734.7099609375,106664960
1783549200000,1734.9000244140625,1736.8399658203125,1733.7099609375,1734.5699462890625,0
1783549500000,1734.9200439453125,1735.9100341796875,1732.56005859375,1733.9100341796875,56112128
1783549800000,1733.9200439453125,1733.9200439453125,1727.9000244140625,1727.989990234375,0
1783550100000,1728.06005859375,1729.0899658203125,1725.81005859375,1729.0899658203125,30592000
1783550400000,1729.31005859375,1729.760009765625,1725.93994140625,1725.93994140625,912384
1783550700000,1725,1726.6099853515625,1723.6700439453125,1724.449951171875,0
1783551000000,1724.5999755859375,1726.9000244140625,1721.77001953125,1726.9000244140625,0
1783551300000,1727.239990234375,1727.239990234375,1725.280029296875,1725.449951171875,0
1783551600000,1725.739990234375,1726.300048828125,1722.75,1722.93994140625,52188160
1783551900000,1722.6600341796875,1725.0400390625,1722.0999755859375,1724.2900390625,58796032
1783552200000,1724.2099609375,1726.469970703125,1722.719970703125,1726.18994140625,16349184
1783552500000,1726.43994140625,1728.300048828125,1720.5899658203125,1722.4000244140625,0
1783552800000,1723.260009765625,1727.5,1723.260009765625,1727.239990234375,38380544
1783553100000,1727.1099853515625,1728.3299560546875,1726,1727.93994140625,0
1783553400000,1728.0999755859375,1732.9300537109375,1728.0999755859375,1730.949951171875,0
1783553700000,1731.1099853515625,1731.8399658203125,1729.8599853515625,1730.1099853515625,65157120
1783554000000,1730.0799560546875,1730.0799560546875,1726.02001953125,1729.0400390625,54496256
1783554300000,1729.1600341796875,1729.1600341796875,1727.0400390625,1727.8599853515625,0
1783554600000,1727.7900390625,1728.969970703125,1727.43994140625,1728.7099609375,134270976
1783554900000,1728.7099609375,1729.5400390625,1728.6099853515625,1729.0400390625,0
1783555200000,1729.8599853515625,1730.68994140625,1728.6400146484375,1730.4000244140625,0
1783555500000,1730.52001953125,1732.1700439453125,1730.52001953125,1731.1500244140625,0
1783555800000,1730.8800048828125,1731.56005859375,1729.52001953125,1729.6600341796875,120117248
1783556100000,1729.739990234375,1732.6800537109375,1729.52001953125,1730,41780224
1783556400000,1729.8699951171875,1730.1600341796875,1729.06005859375,1729.6600341796875,0
1783556700000,1729.8299560546875,1732.27001953125,1729.4300537109375,1732.22998046875,3047424
1783557000000,1732.18994140625,1737.4000244140625,1732.1700439453125,1735.6600341796875,0
1783557300000,1735.5799560546875,1739.0799560546875,1735.5799560546875,1738,0
1783557600000,1738.06005859375,1739.6400146484375,1737.5799560546875,1738.8399658203125,14517248
1783557900000,1738.8499755859375,1738.8499755859375,1736.9100341796875,1737.7099609375,123435008
1783558200000,1737.8599853515625,1740.1800537109375,1737.8599853515625,1738.489990234375,0
1783558500000,1739.0799560546875,1741.9100341796875,1738.1099853515625,1740.97998046875,0
1783558800000,1741,1741,1738.25,1740.8800048828125,35334144
1783559100000,1740.969970703125,1740.969970703125,1738.6700439453125,1740.5899658203125,0
