ts,open,high,low,close,volume
1788220800000,1.3541145324707031,1.3542795181274414,1.3541145324707031,1.3542795181274414,0
1788221100000,1.3542795181274414,1.3542795181274414,1.3541145324707031,1.3541145324707031,0
1788221400000,1.3540961742401123,1.3541878461837769,1.3540961742401123,1.3541878461837769,0
1788221700000,1.354169487953186,1.354169487953186,1.3540594577789307,1.3541145324707031,0
1788222000000,1.354132890701294,1.354169487953186,1.3540778160095215,1.3541511297225952,0
1788222300000,1.354169487953186,1.354169487953186,1.3539495468139648,1.3539495468139648,0
1788222600000,1.353931188583374,1.3540228605270386,1.353931188583374,1.3540228605270386,0
1788222900000,1.3540228605270386,1.3540228605270386,1.353931188583374,1.353931188583374,0
1788223200000,1.353931188583374,1.3540594577789307,1.3538578748703003,1.3540228605270386,0
1788223500000,1.3540961742401123,1.3540961742401123,1.3540045022964478,1.3540045022964478,0
1788223800000,1.3541145324707031,1.354224443435669,1.3540594577789307,1.3541511297225952,0
1788224100000,1.3542062044143677,1.3543529510498047,1.354132890701294,1.3543529510498047,0
1788224400000,1.3542977571487427,1.354628086090088,1.3542977571487427,1.354628086090088,0
1788224700000,1.3546464443206787,1.3547382354736328,1.354628086090088,1.354628086090088,0
1788225000000,1.354609727859497,1.3547382354736328,1.354609727859497,1.354719877243042,0
1788225300000,1.354628086090088,1.354628086090088,1.3544262647628784,1.3544262647628784,0
1788225600000,1.3544262647628784,1.3545180559158325,1.3544262647628784,1.3544996976852417,0
1788225900000,1.3545546531677246,1.3546831607818604,1.3545546531677246,1.3546831607818604,0
1788226200000,1.3547382354736328,1.3547382354736328,1.354628086090088,1.3546464443206787,0
1788226500000,1.3547013998031616,1.3548483848571777,1.3546648025512695,1.354830026626587,0
1788226800000,1.3547382354736328,1.354830026626587,1.354719877243042,1.354719877243042,0
1788227100000,1.354719877243042,1.3549401760101318,1.354719877243042,1.354921817779541,0
1788227400000,1.3549401760101318,1.3549401760101318,1.3548115491867065,1.3549033403396606,0
1788227700000,1.3548483848571777,1.3548483848571777,1.354719877243042,1.3547565937042236,0
1788228000000,1.3545364141464233,1.354609727859497,1.3544262647628784,1.3544996976852417,0
1788228300000,1.3547013998031616,1.3547013998031616,1.3545364141464233,1.3545364141464233,0
1788228600000,1.3544996976852417,1.3545730113983154,1.3544996976852417,1.3544996976852417,0
1788228900000,1.3545913696289062,1.354628086090088,1.3542428016662598,1.3542428016662598,0
1788229200000,1.3542062044143677,1.3542062044143677,1.3540412187576294,1.3540412187576294,0
1788229500000,1.3539495468139648,1.3539495468139648,1.353637933731079,1.353637933731079,0
1788229800000,1.353637933731079,1.3538578748703003,1.353637933731079,1.3538578748703003,0
1788230100000,1.3538578748703003,1.3540961742401123,1.3538211584091187,1.3540961742401123,0
1788230400000,1.3541878461837769,1.3543345928192139,1.354132890701294,1.3543345928192139,0
1788230700000,1.3543345928192139,1.3543345928192139,1.3540412187576294,1.3540412187576294,0
1788231000000,1.3540594577789307,1.354132890701294,1.3540228605270386,1.354132890701294,0
1788231300000,1.3541145324707031,1.3541511297225952,1.3541145324707031,1.3541511297225952,0
1788231600000,1.354169487953186,1.3542611598968506,1.3540412187576294,1.3540412187576294,0
1788231900000,1.3540594577789307,1.3540778160095215,1.3540412187576294,1.3540778160095215,0
1788232200000,1.3541145324707031,1.3541145324707031,1.3540594577789307,1.3541145324707031,0
1788232500000,1.3541878461837769,1.3542062044143677,1.3540412187576294,1.3540594577789307,0
1788232800000,1.3540961742401123,1.3541145324707031,1.3535646200180054,1.3535646200180054,0
1788233100000,1.3536012172698975,1.3536561727523804,1.3535280227661133,1.3535462617874146,0
1788233400000,1.3534363508224487,1.3534547090530396,1.353363037109375,1.353363037109375,0
1788233700000,1.3533082008361816,1.3533265590667725,1.3532531261444092,1.3532531261444092,0
1788234000000,1.3532898426055908,1.353363037109375,1.3532898426055908,1.3532898426055908,0
